date,map,match_id,team_a,team_b,prior_maps_a,prior_maps_map_a,acs_overall_5_a,acs_map_5_a,acs_overall_10_a,acs_map_10_a,kast_overall_5_a,kast_map_5_a,kast_overall_10_a,kast_map_10_a,fk_fd_diff_overall_5_a,fk_fd_diff_map_5_a,fk_fd_diff_overall_10_a,fk_fd_diff_map_10_a,gun_rate_overall_5_a,gun_rate_map_5_a,gun_rate_overall_10_a,gun_rate_map_10_a,prior_maps_b,prior_maps_map_b,acs_overall_5_b,acs_map_5_b,acs_overall_10_b,acs_map_10_b,kast_overall_5_b,kast_map_5_b,kast_overall_10_b,kast_map_10_b,fk_fd_diff_overall_5_b,fk_fd_diff_map_5_b,fk_fd_diff_overall_10_b,fk_fd_diff_map_10_b,gun_rate_overall_5_b,gun_rate_map_5_b,gun_rate_overall_10_b,gun_rate_map_10_b,fk_fd_diff_overall_3_a,fk_fd_positive_rate_5_a,fk_fd_positive_rate_10_a,fk_fd_diff_overall_3_b,fk_fd_positive_rate_5_b,fk_fd_positive_rate_10_b,ranking_elo_sum_a,ranking_elo_sum_b,ranking_elo_trend_a,ranking_elo_trend_b,prior_maps_diff,prior_maps_map_diff,acs_overall_5_diff,acs_map_5_diff,acs_overall_10_diff,acs_map_10_diff,kast_overall_5_diff,kast_map_5_diff,kast_overall_10_diff,kast_map_10_diff,fk_fd_diff_overall_5_diff,fk_fd_diff_map_5_diff,fk_fd_diff_overall_10_diff,fk_fd_diff_map_10_diff,gun_rate_overall_5_diff,gun_rate_map_5_diff,gun_rate_overall_10_diff,gun_rate_map_10_diff,fk_fd_diff_overall_3_diff,fk_fd_positive_rate_5_diff,fk_fd_positive_rate_10_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2025-02-24,Pearl,449004_g202778,DRX,T1,122,9,202.6,202.44,202.86,210.622,76.56,76.12,76.46,78.689,2.0,0.2,0.3,1.111,0.316,0.306,0.301,0.35,91,8,203.12,190.48,208.14,191.275,74.28,67.0,76.22,68.8,2.8,-4.6,2.0,-3.5,0.285,0.251,0.309,0.235,1.667,0.8,0.4,3.0,1.0,0.8,5556.763,5529.403,16.387,165.674,31,1,-0.52,11.96,-5.28,19.347,2.28,9.12,0.24,9.889,-0.8,4.8,-1.7,4.611,0.031,0.056,-0.008,0.115,-1.333,-0.2,-0.4,27.359,-149.287,0
2025-02-24,Fracture,449004_g202777,T1,DRX,92,12,207.16,185.72,209.32,193.66,75.2,70.36,76.2,72.28,2.2,1.0,2.2,1.9,0.297,0.262,0.302,0.272,123,9,193.72,197.68,198.56,192.933,72.0,74.88,75.18,72.4,1.8,0.6,0.4,-1.556,0.251,0.311,0.274,0.299,2.0,0.8,0.8,0.0,0.8,0.5,5479.403,5589.581,56.198,-1.352,-31,3,13.44,-11.96,10.76,0.727,3.2,-4.52,1.02,-0.12,0.4,0.4,1.8,3.456,0.046,-0.049,0.028,-0.027,2.0,0.0,0.3,-110.178,57.55,1
2025-02-27,Split,449008_g202783,EDward Gaming,T1,65,9,214.32,209.0,211.94,208.311,74.28,70.64,76.1,73.089,4.2,-1.6,2.5,-0.444,0.333,0.279,0.329,0.315,93,4,210.92,176.6,207.94,176.6,77.72,64.7,76.86,64.7,4.4,-3.0,3.1,-3.0,0.311,0.193,0.3,0.193,4.667,0.6,0.5,4.667,0.8,0.8,6458.307,5575.352,15.377,50.49,-28,5,3.4,32.4,4.0,31.711,-3.44,5.94,-0.76,8.389,-0.2,1.4,-0.6,2.556,0.022,0.087,0.029,0.123,0.0,-0.2,-0.3,882.955,-35.113,1
2025-02-27,Bind,449008_g202784,EDward Gaming,T1,66,10,218.48,201.56,214.26,205.0,77.04,73.12,76.5,74.68,4.6,2.0,2.3,2.4,0.313,0.386,0.327,0.365,94,15,208.36,196.52,204.56,192.3,76.0,71.2,74.66,70.44,3.6,-2.2,2.4,-3.3,0.297,0.262,0.278,0.267,1.667,0.8,0.5,3.667,0.6,0.7,6508.572,5545.521,29.199,41.55,-28,-5,10.12,5.04,9.7,12.7,1.04,1.92,1.84,4.24,1.0,4.2,-0.1,5.7,0.016,0.125,0.05,0.098,-2.0,0.2,-0.2,963.052,-12.351,0
2025-02-27,Pearl,449008_g202785,EDward Gaming,T1,67,6,214.32,192.28,212.8,195.033,78.56,65.96,76.58,68.2,3.8,-3.4,3.0,-2.5,0.281,0.278,0.305,0.27,95,9,203.2,200.0,203.86,195.378,73.2,68.2,74.12,69.889,1.8,-3.6,2.0,-3.222,0.298,0.248,0.285,0.248,4.0,0.8,0.6,3.0,0.4,0.6,6502.52,5568.792,34.597,24.983,-28,-3,11.12,-7.72,8.94,-0.344,5.36,-2.24,2.46,-1.689,2.0,0.2,1.0,0.722,-0.016,0.03,0.02,0.023,1.0,0.4,0.0,933.728,9.613,1
2025-02-27,Bind,449009_g202786,G2 Esports,Team Vitality,62,13,193.76,197.4,189.36,203.44,70.2,71.16,69.54,73.66,-3.6,-2.8,-2.2,-0.1,0.245,0.324,0.27,0.329,81,8,210.0,196.68,209.4,193.85,73.16,69.36,72.98,69.7,-2.0,-1.4,-1.3,-1.5,0.307,0.23,0.292,0.237,-3.667,0.4,0.4,-1.667,0.2,0.3,5473.46,6309.499,-22.608,4.657,-19,5,-16.24,0.72,-20.04,9.59,-2.96,1.8,-3.44,3.96,-1.6,-1.4,-0.9,1.4,-0.062,0.094,-0.022,0.093,-2.0,0.2,0.1,-836.039,-27.265,1
2025-02-27,Lotus,449009_g202787,Team Vitality,G2 Esports,82,16,209.32,205.16,208.5,196.72,72.24,74.04,72.56,71.68,-2.6,-2.2,-2.5,-3.1,0.279,0.262,0.277,0.266,63,13,203.8,212.08,193.66,203.7,73.64,76.04,71.06,74.32,-0.2,1.2,-1.5,0.6,0.3,0.323,0.287,0.323,-1.667,0.2,0.2,0.667,0.6,0.5,6289.499,5503.46,-2.352,-26.041,19,3,5.52,-6.92,14.84,-6.98,-1.4,-2.0,1.5,-2.64,-2.4,-3.4,-1.0,-3.7,-0.021,-0.061,-0.01,-0.057,-2.333,-0.4,-0.3,786.039,23.69,0
2025-02-28,Split,449012_g202799,Team Vitality,T1,83,7,205.08,186.48,206.54,190.371,70.64,68.64,71.3,71.2,-2.6,2.0,-2.4,2.714,0.27,0.298,0.262,0.333,96,5,201.68,176.16,202.4,176.16,71.36,63.36,72.82,63.36,2.8,-2.8,2.8,-2.8,0.257,0.194,0.271,0.194,-3.0,0.2,0.2,0.333,0.4,0.7,6225.439,5598.938,-11.165,14.49,-13,2,3.4,10.32,4.14,14.211,-0.72,5.28,-1.52,7.84,-5.4,4.8,-5.2,5.514,0.013,0.104,-0.009,0.138,-3.333,-0.2,-0.5,626.501,-25.655,0
2025-02-28,Lotus,449012_g202797,T1,Team Vitality,97,20,204.04,208.04,205.6,204.64,72.52,77.68,73.86,75.88,4.6,-1.6,3.4,1.7,0.264,0.298,0.281,0.28,84,17,196.8,210.4,199.86,200.68,68.92,73.48,69.54,72.18,-3.0,-2.6,-3.5,-2.8,0.251,0.28,0.244,0.288,3.667,0.6,0.7,-5.333,0.2,0.1,5568.792,6259.499,23.251,-22.081,13,3,7.24,-2.36,5.74,3.96,3.6,4.2,4.32,3.7,7.6,1.0,6.9,4.5,0.014,0.018,0.036,-0.007,9.0,0.4,0.6,-690.706,45.332,0
2025-02-28,Haven,449012_g202798,T1,Team Vitality,98,11,202.84,190.68,206.88,191.44,70.76,68.12,74.24,70.82,1.4,-0.6,2.9,-1.1,0.244,0.258,0.278,0.27,85,10,199.44,185.64,201.02,185.1,69.04,65.84,70.38,67.46,-3.0,-3.0,-3.3,-3.5,0.261,0.225,0.267,0.285,4.0,0.4,0.6,-2.667,0.2,0.2,5548.792,6282.45,4.03,-20.944,13,1,3.4,5.04,5.86,6.34,1.72,2.28,3.86,3.36,4.4,2.4,6.2,2.4,-0.017,0.033,0.01,-0.016,6.667,0.2,0.4,-733.658,24.974,1
2025-02-28,Lotus,449010_g202789,G2 Esports,EDward Gaming,64,14,203.32,205.48,195.74,201.96,73.32,72.92,71.64,73.44,-0.6,0.2,-1.5,1.1,0.317,0.298,0.29,0.318,68,8,207.84,214.68,215.86,211.775,76.48,78.96,77.62,78.15,0.4,4.0,2.7,3.0,0.281,0.376,0.319,0.341,0.667,0.6,0.5,-0.333,0.6,0.6,5507.616,6519.731,-11.209,45.367,-4,6,-4.52,-9.2,-20.12,-9.815,-3.16,-6.04,-5.98,-4.71,-1.0,-3.8,-4.2,-1.9,0.036,-0.079,-0.029,-0.023,1.0,-0.0,-0.1,-1012.114,-56.576,1
2025-02-28,Split,449010_g202790,G2 Esports,EDward Gaming,65,3,208.72,195.6,201.68,195.6,74.28,72.533,73.64,72.533,1.4,-1.667,-0.4,-1.667,0.346,0.212,0.31,0.212,69,10,206.76,213.16,212.58,210.66,77.24,72.84,75.98,74.18,0.6,-0.4,1.7,-0.2,0.264,0.268,0.301,0.309,3.667,0.8,0.6,-2.0,0.6,0.5,5512.644,6531.93,14.823,39.099,-4,-7,1.96,-17.56,-10.9,-15.06,-2.96,-0.307,-2.34,-1.647,0.8,-1.267,-2.1,-1.467,0.082,-0.055,0.009,-0.096,5.667,0.2,0.1,-1019.286,-24.276,1
2025-03-01,Bind,449013_g202800,EDward Gaming,T1,70,11,198.56,200.56,206.44,203.28,74.0,73.96,74.14,74.88,-1.6,4.0,1.3,2.7,0.228,0.331,0.28,0.346,99,16,208.16,201.64,208.26,194.42,74.44,71.44,75.22,71.2,2.8,-1.0,3.2,-3.0,0.274,0.264,0.286,0.279,-4.333,0.4,0.5,3.667,0.6,0.6,6447.86,5688.938,15.841,0.654,-29,-5,-9.6,-1.08,-1.82,8.86,-0.44,2.52,-1.08,3.68,-4.4,5.0,-1.9,5.7,-0.047,0.067,-0.005,0.067,-8.0,-0.2,-0.1,758.922,15.186,0
2025-03-01,Haven,449013_g202801,EDward Gaming,T1,71,8,181.16,190.64,199.82,197.3,68.28,68.76,72.66,72.025,-3.0,-4.4,0.8,-2.125,0.201,0.255,0.257,0.26,100,12,213.88,195.92,208.54,189.58,77.04,71.2,75.12,70.48,4.4,1.2,3.1,-0.3,0.27,0.268,0.284,0.273,-4.0,0.2,0.5,2.667,0.8,0.6,6402.504,5751.491,-9.201,19.015,-29,-4,-32.72,-5.28,-8.72,7.72,-8.76,-2.44,-2.46,1.545,-7.4,-5.6,-2.3,-1.825,-0.069,-0.013,-0.027,-0.014,-6.667,-0.6,-0.1,651.012,-28.216,0
2025-03-01,Fracture,449013_g202802,EDward Gaming,T1,72,7,183.8,214.4,199.06,214.8,66.24,75.6,72.4,78.314,-3.8,1.6,0.0,2.857,0.213,0.289,0.247,0.294,101,13,218.56,182.0,210.12,193.62,78.48,70.12,74.92,72.88,3.4,1.2,3.1,2.8,0.314,0.276,0.286,0.266,-3.333,0.0,0.4,3.667,0.8,0.6,6403.423,5781.491,-27.19,42.525,-29,-6,-34.76,32.4,-11.06,21.18,-12.24,5.48,-2.52,5.434,-7.2,0.4,-3.1,0.057,-0.101,0.013,-0.039,0.028,-7.0,-0.8,-0.2,621.932,-69.716,1
2025-03-01,Split,449013_g202803,T1,EDward Gaming,102,6,214.2,186.4,209.12,186.8,76.04,66.6,74.28,66.867,1.4,-1.4,3.0,-1.0,0.283,0.235,0.273,0.227,73,11,182.96,205.88,195.4,207.2,66.12,71.8,71.3,72.18,-2.2,1.2,-0.9,-0.9,0.201,0.258,0.241,0.281,1.333,0.6,0.6,-1.333,0.2,0.4,5771.491,6422.423,62.81,-36.204,29,-5,31.24,-19.48,13.72,-20.4,9.92,-5.2,2.98,-5.313,3.6,-2.6,3.9,-0.1,0.082,-0.022,0.033,-0.055,2.667,0.4,0.2,-650.932,99.014,1
2025-03-02,Lotus,449011_g202792,T1,G2 Esports,103,21,219.16,217.28,211.0,202.46,78.04,79.88,74.4,75.18,3.8,-0.2,2.6,1.4,0.325,0.318,0.285,0.275,66,15,209.2,212.24,202.46,202.5,74.48,74.84,74.1,73.3,1.8,2.0,0.3,1.7,0.346,0.322,0.312,0.313,3.0,0.8,0.6,3.0,0.8,0.7,5807.247,5593.957,53.795,13.247,37,6,9.96,5.04,8.54,-0.04,3.56,5.04,0.3,1.88,2.0,-2.2,2.3,-0.3,-0.02,-0.004,-0.028,-0.038,-0.0,-0.0,-0.1,213.29,40.548,0
2025-03-02,Haven,449011_g202793,G2 Esports,T1,67,5,213.12,190.96,203.44,190.96,76.72,69.64,73.46,69.64,3.4,-2.8,-0.1,-2.8,0.334,0.298,0.29,0.298,104,13,215.32,203.6,211.74,195.72,75.24,72.96,74.84,71.84,2.4,1.2,2.6,-0.2,0.288,0.308,0.281,0.281,3.0,1.0,0.7,2.0,0.6,0.6,5603.957,5805.222,25.018,25.662,-37,-8,-2.2,-12.64,-8.3,-4.76,1.48,-3.32,-1.38,-2.2,1.0,-4.0,-2.7,-2.6,0.046,-0.01,0.009,0.017,1.0,0.4,0.1,-201.265,-0.644,0
2025-03-02,Abyss,449011_g202794,T1,G2 Esports,105,0,209.68,,211.78,,72.64,,74.84,,2.6,,3.5,,0.302,,0.286,,68,3,209.64,199.4,206.72,199.4,76.64,73.933,75.14,73.933,1.0,3.0,0.4,3.0,0.31,0.328,0.305,0.328,4.667,0.6,0.7,0.0,0.8,0.7,5827.806,5600.635,13.322,28.733,37,-3,0.04,,5.06,,-4.0,,-0.3,,1.6,,3.1,,-0.008,,-0.019,,4.667,-0.2,-0.0,227.171,-15.412,0
2025-03-02,Split,449011_g202795,T1,G2 Esports,106,7,201.8,200.8,210.18,190.657,73.48,71.72,75.98,68.886,3.4,2.6,3.4,0.571,0.291,0.302,0.303,0.258,69,4,210.76,201.4,207.04,201.4,78.08,74.15,75.7,74.15,-0.4,-0.25,-0.5,-0.25,0.297,0.247,0.307,0.247,3.0,0.6,0.7,-3.0,0.6,0.6,5840.366,5590.154,12.636,27.735,37,3,-8.96,-0.6,3.14,-10.743,-4.6,-2.43,0.28,-5.264,3.8,2.85,3.9,0.821,-0.006,0.055,-0.004,0.011,6.0,-0.0,0.1,250.212,-15.099,1
2025-03-02,Pearl,449011_g202796,T1,G2 Esports,107,10,200.56,199.6,207.38,195.56,73.72,67.6,74.88,69.68,4.2,-2.0,2.8,-2.3,0.288,0.204,0.285,0.231,70,1,209.76,198.4,209.24,198.4,77.52,72.6,75.9,72.6,-1.4,4.0,0.0,4.0,0.287,0.235,0.316,0.235,4.333,0.8,0.7,-4.333,0.4,0.6,5850.366,5590.154,15.831,16.17,37,9,-9.2,1.2,-1.86,-2.84,-3.8,-5.0,-1.02,-2.92,5.6,-6.0,2.8,-6.3,0.001,-0.032,-0.031,-0.004,8.667,0.4,0.1,260.212,-0.339,1
2025-03-21,Fracture,459517_g206934,NRG,Cloud9,79,3,211.16,193.8,198.28,193.8,76.8,71.467,72.76,71.467,2.2,-2.667,1.2,-2.667,0.29,0.319,0.269,0.319,70,5,182.6,199.68,180.04,199.68,65.4,69.56,67.44,69.56,-1.6,-1.8,-1.7,-1.8,0.268,0.255,0.252,0.255,1.0,0.8,0.5,-2.333,0.2,0.2,5467.662,5135.411,51.692,-4.647,9,-2,28.56,-5.88,18.24,-5.88,11.4,1.907,5.32,1.907,3.8,-0.867,2.9,-0.867,0.022,0.064,0.016,0.064,3.333,0.6,0.3,332.252,56.339,0
2025-03-21,Split,459518_g206938,"VISA KRÜ						
							(KRÜ Esports)",LOUD,0,0,,,,,,,,,,,,,,,,,98,14,177.4,208.56,190.46,199.56,62.88,75.44,66.8,72.98,-0.2,-1.2,0.0,-1.5,0.298,0.287,0.273,0.281,,,,-2.0,0.6,0.4,5615.559,5311.134,0.0,-13.098,-98,-14,,,,,,,,,,,,,,,,,,,,304.426,13.098,1
2025-03-21,Haven,459518_g206937,"VISA KRÜ						
							(KRÜ Esports)",LOUD,1,0,218.6,,218.6,,77.4,,77.4,,3.0,,3.0,,0.217,,0.217,,99,9,179.24,215.44,185.94,209.111,62.12,78.64,64.6,79.844,-1.2,2.8,-0.7,3.222,0.283,0.356,0.269,0.34,3.0,1.0,1.0,-2.667,0.4,0.3,5559.604,5351.134,0.0,-62.528,-98,-9,39.36,,32.66,,15.28,,12.8,,4.2,,3.7,,-0.066,,-0.051,,5.667,0.6,0.7,208.471,62.528,1
2025-03-21,Lotus,459517_g206933,Cloud9,NRG,71,14,190.76,200.6,187.36,197.64,66.72,77.12,68.9,75.0,-2.2,0.0,-0.9,-2.7,0.324,0.291,0.28,0.284,80,10,203.4,199.4,198.08,197.04,74.8,72.12,73.2,73.4,0.4,3.4,1.2,2.2,0.266,0.282,0.255,0.287,-0.667,0.2,0.3,-0.333,0.6,0.5,5175.411,5412.168,22.288,16.259,-9,4,-12.64,1.2,-10.72,0.6,-8.08,5.0,-4.3,1.6,-2.6,-3.4,-2.1,-4.9,0.058,0.009,0.025,-0.003,-0.333,-0.4,-0.2,-236.758,6.03,0
2025-03-21,Pearl,459517_g206935,Cloud9,NRG,72,7,192.56,195.08,187.92,194.086,67.68,71.72,68.14,70.857,-2.0,-1.4,-1.4,-1.571,0.318,0.264,0.293,0.266,81,9,206.36,198.48,204.84,195.178,76.8,76.0,75.24,76.333,1.2,0.2,1.9,0.889,0.291,0.319,0.267,0.322,-1.0,0.2,0.3,0.667,0.6,0.6,5165.989,5435.692,53.9,-36.738,-9,-2,-13.8,-3.4,-16.92,-1.092,-9.12,-4.28,-7.1,-5.476,-3.2,-1.6,-3.3,-2.46,0.027,-0.054,0.025,-0.055,-1.667,-0.4,-0.3,-269.702,90.638,1
2025-03-21,Fracture,459518_g206936,LOUD,"VISA KRÜ						
							(KRÜ Esports)",100,4,175.6,200.15,182.62,200.15,61.96,70.1,63.7,70.1,-2.8,-1.25,-1.2,-1.25,0.257,0.337,0.253,0.337,2,0,230.7,,230.7,,84.0,,84.0,,4.0,,4.0,,0.275,,0.275,,-1.667,0.2,0.3,4.0,1.0,1.0,5283.452,5639.604,-73.167,-55.955,98,4,-55.1,,-48.08,,-22.04,,-20.3,,-6.8,,-5.2,,-0.018,,-0.022,,-5.667,-0.8,-0.7,-356.152,-17.212,1
2025-03-22,Haven,458806_g206155,ZETA DIVISION,T1,66,11,200.2,174.24,193.78,194.92,69.16,61.68,70.06,69.2,-0.4,-2.6,-2.0,0.8,0.266,0.197,0.268,0.238,108,14,197.84,213.08,208.5,196.64,71.4,75.68,74.72,71.2,1.8,3.2,2.8,0.4,0.266,0.331,0.295,0.291,-4.667,0.4,0.2,1.667,0.6,0.7,5095.479,5845.962,9.392,12.138,-42,-3,2.36,-38.84,-14.72,-1.72,-2.24,-14.0,-4.66,-2.0,-2.2,-5.8,-4.8,0.4,0.0,-0.134,-0.027,-0.053,-6.333,-0.2,-0.5,-750.482,-2.747,0
2025-03-22,Split,458806_g206154,T1,ZETA DIVISION,109,8,206.4,204.92,210.86,193.325,74.44,72.0,74.84,69.45,2.2,3.0,2.3,0.75,0.31,0.302,0.299,0.252,67,6,188.04,191.04,190.2,196.067,64.04,70.88,67.68,71.367,-1.4,0.0,-1.6,1.0,0.194,0.275,0.245,0.282,0.0,0.6,0.6,-4.667,0.2,0.2,5887.013,5035.479,10.404,37.214,42,2,18.36,13.88,20.66,-2.742,10.4,1.12,7.16,-1.917,3.6,3.0,3.9,-0.25,0.116,0.028,0.054,-0.03,4.667,0.4,0.4,851.534,-26.81,0
2025-03-22,Fracture,458806_g206153,T1,ZETA DIVISION,110,14,200.76,189.68,205.22,195.74,73.28,70.04,72.96,73.0,-0.6,0.6,1.0,2.0,0.307,0.264,0.304,0.255,68,7,184.12,201.2,190.92,201.857,63.8,75.04,67.9,74.771,-1.2,0.4,0.1,-0.143,0.208,0.318,0.263,0.314,-3.333,0.4,0.5,1.0,0.2,0.3,5834.7,5071.199,12.401,32.894,42,7,16.64,-11.52,14.3,-6.117,9.48,-5.0,5.06,-1.771,0.6,0.2,0.9,2.143,0.099,-0.054,0.041,-0.058,-4.333,0.2,0.2,763.501,-20.493,1
2025-03-22,Pearl,458805_g206151,DetonatioN FocusMe,Global Esports,48,4,181.84,187.75,188.64,187.75,68.72,72.6,70.78,72.6,-2.4,-3.0,-1.2,-3.0,0.18,0.177,0.203,0.177,47,6,165.76,207.36,183.08,201.967,63.08,73.52,69.38,72.7,-2.4,-0.4,-0.3,-0.167,0.195,0.332,0.254,0.316,-2.0,0.4,0.5,-3.333,0.2,0.5,5045.535,5006.372,2.953,-30.188,1,-2,16.08,-19.61,5.56,-14.217,5.64,-0.92,1.4,-0.1,0.0,-2.6,-0.9,-2.833,-0.015,-0.155,-0.051,-0.139,1.333,0.2,0.0,39.162,33.141,0
2025-03-22,Lotus,458805_g206150,Global Esports,DetonatioN FocusMe,48,11,166.36,185.2,181.94,188.54,64.44,70.2,68.96,70.6,-2.6,3.0,-0.4,1.9,0.224,0.267,0.265,0.285,49,11,179.36,176.68,185.08,182.88,68.68,63.08,70.16,65.86,-3.0,-4.2,-1.0,-3.6,0.199,0.167,0.213,0.207,-1.0,0.2,0.5,-1.333,0.2,0.5,5000.0,5072.556,-6.728,98.184,-1,0,-13.0,8.52,-3.14,5.66,-4.24,7.12,-1.2,4.74,0.4,7.2,0.6,5.5,0.025,0.1,0.052,0.079,0.333,-0.0,-0.0,-72.556,-104.912,1
2025-03-22,Icebox,459520_g206943,MIBR,LEVIATÁN,45,8,195.44,184.24,190.7,180.65,69.28,66.12,68.36,65.825,2.4,-2.0,1.5,-0.5,0.251,0.202,0.228,0.228,106,21,182.0,196.2,194.02,211.92,69.28,69.72,71.44,75.2,1.2,0.4,0.1,2.6,0.241,0.359,0.253,0.317,4.333,0.6,0.5,1.333,0.4,0.5,5607.887,5941.086,-15.678,-20.219,-61,-13,13.44,-11.96,-3.32,-31.27,0.0,-3.6,-3.08,-9.375,1.2,-2.4,1.4,-3.1,0.01,-0.157,-0.026,-0.089,3.0,0.2,0.0,-333.199,4.541,1
2025-03-22,Split,459520_g206942,LEVIATÁN,MIBR,107,7,177.16,204.84,188.7,203.514,68.16,73.4,69.8,74.143,1.0,0.8,0.1,0.143,0.222,0.256,0.255,0.287,46,6,203.32,178.92,192.1,174.5,71.0,67.0,68.32,64.9,1.8,-2.2,0.8,-3.833,0.265,0.221,0.238,0.23,-1.0,0.4,0.5,4.667,0.4,0.4,5971.086,5583.656,-119.091,225.192,61,1,-26.16,25.92,-3.4,29.014,-2.84,6.4,1.48,9.243,-0.8,3.0,-0.7,3.976,-0.043,0.035,0.017,0.056,-5.667,-0.0,0.1,387.431,-344.283,0
2025-03-22,Ascent,459519_g206940,G2 Esports,FURIA,71,7,205.8,177.96,207.5,189.8,76.52,64.28,75.5,68.2,-1.8,-2.2,0.0,-1.143,0.271,0.266,0.308,0.287,56,8,198.12,189.96,194.62,200.35,69.72,70.52,70.64,73.725,1.2,-2.6,0.1,-1.0,0.257,0.249,0.241,0.269,-1.667,0.4,0.6,0.667,0.8,0.6,5592.81,4952.754,-2.141,19.938,15,-1,7.68,-12.0,12.88,-10.55,6.8,-6.24,4.86,-5.525,-3.0,0.4,-0.1,-0.143,0.014,0.017,0.067,0.018,-2.333,-0.4,0.0,640.055,-22.079,1
2025-03-22,Lotus,459519_g206939,G2 Esports,FURIA,72,16,200.84,211.48,206.98,205.02,76.16,75.68,76.44,73.86,-0.6,1.2,1.4,1.4,0.295,0.323,0.315,0.307,57,4,190.08,168.45,189.84,168.45,68.04,62.4,68.8,62.4,-0.6,-7.75,-0.9,-7.75,0.208,0.096,0.217,0.096,2.667,0.4,0.7,-2.667,0.6,0.5,5602.81,4948.456,-3.278,24.787,15,12,10.76,43.03,17.14,36.57,8.12,13.28,7.64,11.46,0.0,8.95,2.3,9.15,0.087,0.227,0.098,0.211,5.333,-0.2,0.2,654.354,-28.065,1
2025-03-23,Pearl,459522_g206948,100 Thieves,Sentinels,67,3,195.88,197.533,202.04,197.533,68.72,73.667,72.44,73.667,-3.6,2.333,-0.1,2.333,0.276,0.331,0.295,0.331,95,6,180.92,198.68,189.34,194.767,69.28,70.28,69.92,68.2,-1.0,0.0,-1.7,-1.5,0.238,0.308,0.275,0.276,-2.333,0.0,0.4,0.0,0.2,0.2,5406.797,5668.653,-13.616,-0.356,-28,-3,14.96,-1.147,12.7,2.767,-0.56,3.387,2.52,5.467,-2.6,2.333,1.6,3.833,0.038,0.022,0.02,0.054,-2.333,-0.2,0.2,-261.856,-13.26,0
2025-03-23,Haven,459522_g206949,100 Thieves,Sentinels,68,6,197.52,199.6,201.16,203.967,70.68,76.44,72.52,76.133,-2.2,2.6,-0.2,2.833,0.265,0.295,0.287,0.307,96,9,200.16,206.48,191.7,199.111,74.2,77.48,70.82,75.733,-0.6,0.4,-1.1,-0.444,0.291,0.277,0.276,0.255,-1.667,0.0,0.3,-2.0,0.2,0.2,5366.797,5708.653,-40.82,2.003,-28,-3,-2.64,-6.88,9.46,4.856,-3.52,-1.04,1.7,0.4,-1.6,2.2,0.9,3.278,-0.026,0.018,0.01,0.052,0.333,-0.2,0.1,-341.856,-42.823,1
2025-03-23,Split,459522_g206950,Sentinels,100 Thieves,97,15,194.4,207.32,187.96,204.32,69.64,78.8,68.46,75.48,-1.6,2.4,-2.0,0.7,0.311,0.395,0.265,0.304,69,10,199.92,208.4,196.78,199.98,72.2,77.12,70.76,73.26,0.2,0.8,-0.2,1.3,0.276,0.351,0.283,0.306,-4.0,0.2,0.1,2.0,0.2,0.3,5687.33,5405.566,1.699,-63.362,28,5,-5.52,-1.08,-8.82,4.34,-2.56,1.68,-2.3,2.22,-1.8,1.6,-1.8,-0.6,0.035,0.044,-0.018,-0.001,-6.0,0.0,-0.2,281.764,65.062,1
2025-03-23,Haven,459521_g206945,Evil Geniuses,2Game Esports,99,6,186.52,187.0,193.66,184.133,65.92,69.36,70.24,68.867,-5.0,-3.6,-2.3,-3.667,0.214,0.31,0.238,0.312,0,0,,,,,,,,,,,,,,,,,-4.0,0.2,0.4,,,,4536.386,5000.0,-14.241,0.0,99,6,,,,,,,,,,,,,,,,,,,,-463.614,-14.241,1
2025-03-23,Haven,458807_g206156,Paper Rex,DRX,131,2,197.8,199.2,199.66,199.2,72.36,69.7,71.84,69.7,-3.0,3.5,-2.5,3.5,0.332,0.238,0.316,0.238,124,18,188.88,181.64,193.72,191.12,71.36,68.4,73.54,71.7,-1.6,-1.0,-1.0,-0.6,0.24,0.301,0.272,0.324,-6.0,0.2,0.2,-4.0,0.6,0.5,6300.055,5502.16,7.856,4.893,7,-16,8.92,17.56,5.94,8.08,1.0,1.3,-1.7,-2.0,-1.4,4.5,-1.5,4.1,0.092,-0.063,0.043,-0.086,-2.0,-0.4,-0.3,797.896,2.963,0
2025-03-23,Fracture,458808_g206160,Team Secret,TALON,70,6,201.88,184.32,201.08,192.067,74.72,66.6,72.34,69.233,-0.2,-3.0,-0.1,-2.167,0.344,0.268,0.328,0.265,65,4,185.6,196.1,183.6,196.1,67.12,71.0,66.42,71.0,-0.6,-1.0,-1.3,-1.0,0.182,0.246,0.211,0.246,0.333,0.2,0.3,0.667,0.6,0.5,5157.888,4790.575,0.987,-10.165,5,2,16.28,-11.78,17.48,-4.033,7.6,-4.4,5.92,-1.767,0.4,-2.0,1.2,-1.167,0.163,0.022,0.117,0.019,-0.333,-0.4,-0.2,367.313,11.152,0
