date,map,match_id,team_a,team_b,prior_maps_a,prior_maps_map_a,acs_overall_5_a,acs_map_5_a,acs_overall_10_a,acs_map_10_a,kast_overall_5_a,kast_map_5_a,kast_overall_10_a,kast_map_10_a,fk_fd_diff_overall_5_a,fk_fd_diff_map_5_a,fk_fd_diff_overall_10_a,fk_fd_diff_map_10_a,gun_rate_overall_5_a,gun_rate_map_5_a,gun_rate_overall_10_a,gun_rate_map_10_a,prior_maps_b,prior_maps_map_b,acs_overall_5_b,acs_map_5_b,acs_overall_10_b,acs_map_10_b,kast_overall_5_b,kast_map_5_b,kast_overall_10_b,kast_map_10_b,fk_fd_diff_overall_5_b,fk_fd_diff_map_5_b,fk_fd_diff_overall_10_b,fk_fd_diff_map_10_b,gun_rate_overall_5_b,gun_rate_map_5_b,gun_rate_overall_10_b,gun_rate_map_10_b,fk_fd_diff_overall_3_a,fk_fd_positive_rate_5_a,fk_fd_positive_rate_10_a,fk_fd_diff_overall_3_b,fk_fd_positive_rate_5_b,fk_fd_positive_rate_10_b,ranking_elo_sum_a,ranking_elo_sum_b,ranking_elo_trend_a,ranking_elo_trend_b,prior_maps_diff,prior_maps_map_diff,acs_overall_5_diff,acs_map_5_diff,acs_overall_10_diff,acs_map_10_diff,kast_overall_5_diff,kast_map_5_diff,kast_overall_10_diff,kast_map_10_diff,fk_fd_diff_overall_5_diff,fk_fd_diff_map_5_diff,fk_fd_diff_overall_10_diff,fk_fd_diff_map_10_diff,gun_rate_overall_5_diff,gun_rate_map_5_diff,gun_rate_overall_10_diff,gun_rate_map_10_diff,fk_fd_diff_overall_3_diff,fk_fd_positive_rate_5_diff,fk_fd_positive_rate_10_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2023-04-29,Split,184482_g119588,T1,DetonatioN FocusMe,12,0,196.24,,197.1,,69.92,,70.9,,-1.2,,-2.2,,0.294,,0.267,,12,0,175.76,,185.12,,70.48,,73.08,,-4.0,,-3.0,,0.208,,0.22,,0.667,0.2,0.2,-3.333,0.2,0.2,5044.039,4780.459,-8.841,-41.291,0,0,20.48,,11.98,,-0.56,,-2.18,,2.8,,0.8,,0.086,,0.047,,4.0,0.0,0.0,263.58,32.45,0
2023-04-29,Lotus,184482_g119587,DetonatioN FocusMe,T1,13,2,184.8,214.6,185.98,214.6,71.2,77.9,72.8,77.9,-3.8,-0.5,-2.8,-0.5,0.226,0.22,0.233,0.22,13,1,202.16,222.0,193.4,222.0,71.28,77.0,69.34,77.0,-1.0,4.0,-2.0,4.0,0.286,0.3,0.247,0.3,-1.667,0.2,0.2,1.0,0.4,0.3,4831.537,5002.382,-41.431,4.008,0,1,-17.36,-7.4,-7.42,-7.4,-0.08,0.9,3.46,0.9,-2.8,-4.5,-0.8,-4.5,-0.059,-0.08,-0.014,-0.08,-2.667,-0.2,-0.1,-170.845,-45.439,0
2023-04-29,Fracture,183801_g118999,100 Thieves,NRG,13,2,206.28,201.7,202.42,201.7,76.68,76.5,72.48,76.5,0.8,4.0,-1.3,4.0,0.285,0.271,0.283,0.271,11,0,203.68,,203.52,,75.8,,76.1,,3.6,,3.4,,0.301,,0.309,,-0.667,0.6,0.4,3.333,0.6,0.7,4858.247,5176.962,26.782,-2.516,2,2,2.6,,-1.1,,0.88,,-3.62,,-2.8,,-4.7,,-0.016,,-0.025,,-4.0,-0.0,-0.3,-318.715,29.298,0
2023-04-29,Bind,183801_g118998,100 Thieves,NRG,14,0,198.76,,196.94,,75.08,,71.64,,0.8,,-1.5,,0.239,,0.253,,12,0,205.24,,206.72,,76.28,,76.56,,1.2,,3.1,,0.328,,0.332,,-0.667,0.6,0.4,1.333,0.4,0.6,4893.118,5118.861,20.668,22.657,2,0,-6.48,,-9.78,,-1.2,,-4.92,,-0.4,,-4.6,,-0.09,,-0.079,,-2.0,0.2,-0.2,-225.743,-1.988,0
2023-04-29,Split,183802_g119002,MIBR,FURIA,13,2,179.76,180.4,195.08,180.4,66.32,62.8,70.52,62.8,-4.4,-11.0,-1.3,-11.0,0.138,0.256,0.24,0.256,12,2,200.16,189.5,195.0,189.5,70.64,67.3,70.94,67.3,2.0,-2.0,-0.2,-2.0,0.212,0.305,0.253,0.305,-2.333,0.0,0.3,1.667,0.6,0.4,4806.735,5072.318,-40.668,-2.421,1,0,-20.4,-9.1,0.08,-9.1,-4.32,-4.5,-0.42,-4.5,-6.4,-9.0,-1.1,-9.0,-0.074,-0.049,-0.013,-0.049,-4.0,-0.6,-0.1,-265.583,-38.247,0
2023-04-29,Pearl,183802_g119001,MIBR,FURIA,14,4,171.72,193.3,190.56,193.3,65.88,70.25,70.36,70.25,-3.2,-3.25,-1.5,-3.25,0.132,0.275,0.217,0.275,13,1,205.64,186.6,196.96,186.6,74.44,75.0,71.44,75.0,3.2,-2.0,0.4,-2.0,0.282,0.292,0.264,0.292,-3.0,0.0,0.3,0.333,0.8,0.5,4846.954,5032.318,-46.449,13.904,1,3,-33.92,6.7,-6.4,6.7,-8.56,-4.75,-1.08,-4.75,-6.4,-1.25,-1.9,-1.25,-0.151,-0.017,-0.047,-0.017,-3.333,-0.8,-0.2,-185.364,-60.353,0
2023-04-30,Haven,184485_g119596,DRX,Rex Regum Qeon,11,2,199.0,186.3,207.84,186.3,73.08,64.7,74.26,64.7,-1.4,-3.5,-0.7,-3.5,0.391,0.379,0.386,0.379,11,3,201.04,209.067,200.66,209.067,75.88,75.333,74.54,75.333,2.6,-2.0,0.5,-2.0,0.258,0.291,0.232,0.291,-2.667,0.4,0.4,2.0,0.8,0.5,5156.946,5047.716,-3.569,32.893,0,-1,-2.04,-22.767,7.18,-22.767,-2.8,-10.633,-0.28,-10.633,-4.0,-1.5,-1.2,-1.5,0.133,0.088,0.154,0.088,-4.667,-0.4,-0.1,109.231,-36.462,0
2023-04-30,Lotus,183803_g119004,Sentinels,Cloud9,13,1,205.04,169.4,194.7,169.4,72.68,66.4,69.36,66.4,0.6,-13.0,-2.2,-13.0,0.343,0.261,0.276,0.261,11,1,209.88,211.4,205.1,211.4,76.88,82.0,74.56,82.0,2.2,6.0,2.0,6.0,0.313,0.4,0.3,0.4,1.333,0.6,0.4,-0.333,0.6,0.5,4993.407,5111.798,3.41,20.559,2,0,-4.84,-42.0,-10.4,-42.0,-4.2,-15.6,-5.2,-15.6,-1.6,-19.0,-4.2,-19.0,0.03,-0.139,-0.024,-0.139,1.667,-0.0,-0.1,-118.391,-17.149,0
2023-04-30,Fracture,183803_g119005,Sentinels,Cloud9,14,2,196.48,221.3,195.0,221.3,69.8,77.1,69.62,77.1,-0.6,-0.5,-2.2,-0.5,0.282,0.372,0.281,0.372,12,2,214.48,215.3,205.76,215.3,78.44,72.7,74.92,72.7,1.2,1.0,2.5,1.0,0.33,0.205,0.318,0.205,0.0,0.4,0.4,2.667,0.6,0.6,4947.874,5181.798,0.702,21.536,2,0,-18.0,6.0,-10.76,6.0,-8.64,4.4,-5.3,4.4,-1.8,-1.5,-4.7,-1.5,-0.048,0.167,-0.037,0.167,-2.667,-0.2,-0.2,-233.924,-20.833,0
2023-04-30,Split,183804_g119007,Evil Geniuses,LEVIATÁN,13,1,187.28,225.4,197.46,225.4,67.32,83.8,71.56,83.8,-5.8,10.0,-2.7,10.0,0.256,0.438,0.268,0.438,13,1,206.28,200.0,200.9,200.0,77.72,77.0,74.54,77.0,1.8,-2.0,1.5,-2.0,0.34,0.423,0.331,0.423,-4.667,0.2,0.4,0.667,0.6,0.5,4778.338,5147.601,-1.344,27.209,0,0,-19.0,25.4,-3.44,25.4,-10.4,6.8,-2.98,6.8,-7.6,12.0,-4.2,12.0,-0.084,0.014,-0.064,0.014,-5.333,-0.4,-0.1,-369.263,-28.553,1
2023-04-30,Pearl,183804_g119008,Evil Geniuses,LEVIATÁN,14,3,191.04,186.133,198.5,186.133,69.72,66.8,72.42,66.8,-4.2,-5.667,-2.8,-5.667,0.247,0.181,0.278,0.181,14,4,199.64,210.3,203.8,210.3,75.8,76.9,75.8,76.9,0.6,3.75,1.8,3.75,0.33,0.408,0.35,0.408,-7.667,0.4,0.4,1.0,0.4,0.5,4769.506,5154.22,-15.247,2.212,0,-1,-8.6,-24.167,-5.3,-24.167,-6.08,-10.1,-3.38,-10.1,-4.8,-9.417,-4.6,-9.417,-0.082,-0.228,-0.072,-0.228,-8.667,-0.0,-0.1,-384.714,-17.458,0
2023-04-30,Ascent,183804_g119009,LEVIATÁN,Evil Geniuses,15,2,196.72,194.1,205.54,194.1,73.76,70.6,76.52,70.6,-0.4,1.5,1.2,1.5,0.298,0.274,0.355,0.274,15,2,187.32,199.4,196.48,199.4,67.72,70.6,71.1,70.6,-2.0,-4.0,-1.7,-4.0,0.253,0.286,0.28,0.286,-1.333,0.2,0.4,-3.667,0.6,0.5,5194.22,4711.061,-13.806,-25.672,0,0,9.4,-5.3,9.06,-5.3,6.04,0.0,5.42,0.0,1.6,5.5,2.9,5.5,0.046,-0.011,0.075,-0.011,2.333,-0.4,-0.1,483.159,11.866,0
2023-04-30,Split,184485_g119597,Rex Regum Qeon,DRX,12,1,197.36,200.2,204.3,200.2,74.0,78.0,74.64,78.0,1.4,6.0,0.3,6.0,0.266,0.4,0.26,0.4,12,3,197.12,218.333,204.48,218.333,71.28,78.067,73.48,78.067,-0.2,-0.333,-0.2,-0.333,0.342,0.416,0.372,0.416,-0.667,0.6,0.5,0.333,0.6,0.5,5103.201,5143.586,-11.967,-2.538,0,-2,0.24,-18.133,-0.18,-18.133,2.72,-0.067,1.16,-0.067,1.6,6.333,0.5,6.333,-0.076,-0.016,-0.112,-0.016,-1.0,0.0,0.0,-40.386,-9.429,0
2023-04-30,Pearl,184485_g119598,DRX,Rex Regum Qeon,13,3,195.32,214.6,206.3,214.6,71.28,78.933,74.5,78.933,-0.2,1.333,0.3,1.333,0.314,0.406,0.357,0.406,13,1,190.32,242.6,203.54,242.6,70.76,82.0,74.82,82.0,-0.2,6.0,0.3,6.0,0.255,0.25,0.278,0.25,2.667,0.6,0.6,-1.333,0.4,0.5,5183.586,5039.726,-6.488,2.64,0,2,5.0,-28.0,2.76,-28.0,0.52,-3.067,-0.32,-3.067,-0.0,-4.667,-0.0,-4.667,0.059,0.156,0.078,0.156,4.0,0.2,0.1,143.86,-9.128,1
2023-04-30,Pearl,184484_g119593,Gen.G,Global Esports,12,2,201.84,200.9,201.6,200.9,76.88,73.3,74.88,73.3,3.2,4.0,2.2,4.0,0.259,0.196,0.29,0.196,13,3,210.76,196.667,203.76,196.667,69.4,71.933,72.48,71.933,-0.2,-1.0,0.3,-1.0,0.286,0.284,0.292,0.284,2.667,0.6,0.6,-1.667,0.4,0.4,5152.052,5013.183,16.851,12.701,-1,-1,-8.92,4.233,-2.16,4.233,7.48,1.367,2.4,1.367,3.4,5.0,1.9,5.0,-0.027,-0.088,-0.002,-0.088,4.333,0.2,0.2,138.869,4.15,0
2023-04-30,Lotus,184484_g119594,Global Esports,Gen.G,14,1,207.64,164.6,205.72,164.6,69.04,66.0,72.3,66.0,-0.4,-4.0,0.7,-4.0,0.269,0.2,0.308,0.2,13,2,194.4,213.1,199.2,213.1,72.44,74.5,74.08,74.5,1.8,3.0,1.2,3.0,0.231,0.451,0.266,0.451,-0.667,0.4,0.4,-1.0,0.6,0.5,5050.408,5123.329,-2.56,14.633,1,-1,13.24,-48.5,6.52,-48.5,-3.4,-8.5,-1.78,-8.5,-2.2,-7.0,-0.5,-7.0,0.038,-0.251,0.042,-0.251,0.333,-0.2,-0.1,-72.922,-17.193,1
2023-05-01,Split,183805_g119012,LOUD,KRÜ Esports,14,4,214.72,206.5,214.86,206.5,82.32,74.6,80.04,74.6,3.4,-1.0,3.2,-1.0,0.265,0.165,0.28,0.165,13,2,188.04,204.0,190.78,204.0,68.36,76.3,69.96,76.3,-1.8,0.0,-1.5,0.0,0.236,0.25,0.226,0.25,4.667,0.8,0.8,-3.333,0.4,0.3,5295.764,4797.13,-16.172,-0.584,1,2,26.68,2.5,24.08,2.5,13.96,-1.7,10.08,-1.7,5.2,-1.0,4.7,-1.0,0.029,-0.085,0.053,-0.085,8.0,0.4,0.5,498.633,-15.588,1
2023-05-01,Ascent,183805_g119011,KRÜ Esports,LOUD,14,5,176.32,194.68,189.44,194.68,64.6,68.64,69.58,68.64,-2.6,-2.0,-1.2,-2.0,0.217,0.262,0.236,0.262,15,2,217.52,224.9,212.7,224.9,82.0,82.3,79.96,82.3,3.2,1.0,2.9,1.0,0.26,0.333,0.289,0.333,-2.333,0.2,0.3,8.333,0.8,0.8,4830.504,5270.531,-39.733,12.16,-1,3,-41.2,-30.22,-23.26,-30.22,-17.4,-13.66,-10.38,-13.66,-5.8,-3.0,-4.1,-3.0,-0.042,-0.071,-0.053,-0.071,-10.667,-0.6,-0.5,-440.028,-51.894,0
2023-05-01,Pearl,183805_g119010,LOUD,KRÜ Esports,16,3,215.76,220.133,210.08,220.133,80.64,78.667,79.38,78.667,3.4,4.0,3.0,4.0,0.277,0.298,0.288,0.298,15,2,169.84,195.7,186.98,195.7,61.44,69.6,68.8,69.6,-2.6,5.0,-1.0,5.0,0.217,0.162,0.229,0.162,6.0,0.8,0.8,0.0,0.2,0.3,5274.592,4835.775,19.96,-39.663,1,1,45.92,24.433,23.1,24.433,19.2,9.067,10.58,9.067,6.0,-1.0,4.0,-1.0,0.06,0.137,0.059,0.137,6.0,0.6,0.5,438.817,59.623,0
2023-05-01,Pearl,184486_g119599,TALON,Paper Rex,11,1,195.08,177.2,192.76,177.2,67.8,61.0,66.48,61.0,-2.2,-3.0,-1.2,-3.0,0.305,0.217,0.254,0.217,12,3,201.88,221.867,203.72,221.867,68.88,72.933,70.78,72.933,0.8,2.0,0.6,2.0,0.239,0.375,0.293,0.375,0.0,0.4,0.4,1.667,0.6,0.5,4710.663,5024.249,-23.869,8.636,-1,-2,-6.8,-44.667,-10.96,-44.667,-1.08,-11.933,-4.3,-11.933,-3.0,-5.0,-1.8,-5.0,0.065,-0.158,-0.038,-0.158,-1.667,-0.2,-0.1,-313.585,-32.505,1
2023-05-01,Fracture,184486_g119601,Paper Rex,TALON,13,2,204.88,204.6,205.9,204.6,69.28,76.9,72.26,76.9,0.6,1.5,1.3,1.5,0.254,0.283,0.283,0.283,12,1,197.08,170.4,188.2,170.4,68.76,61.4,65.06,61.4,-1.6,-2.0,-1.5,-2.0,0.336,0.125,0.263,0.125,3.0,0.4,0.5,-1.333,0.4,0.3,5091.216,4660.935,15.897,-1.058,1,1,7.8,34.2,17.7,34.2,0.52,15.5,7.2,15.5,2.2,3.5,2.8,3.5,-0.082,0.158,0.019,0.158,4.333,-0.0,0.2,430.281,16.955,1
2023-05-01,Split,184486_g119600,Paper Rex,TALON,14,3,210.48,199.267,208.26,199.267,70.96,68.6,72.5,68.6,3.2,-0.333,2.8,-0.333,0.308,0.291,0.301,0.291,13,2,199.04,166.9,188.72,166.9,70.68,56.9,65.34,56.9,-2.2,-6.0,-2.4,-6.0,0.35,0.084,0.258,0.084,5.0,0.6,0.6,-6.333,0.4,0.3,5039.469,4700.935,28.852,-4.469,1,1,11.44,32.367,19.54,32.367,0.28,11.7,7.16,11.7,5.4,5.667,5.2,5.667,-0.042,0.207,0.043,0.207,11.333,0.2,0.3,338.535,33.321,1
2023-05-03,Bind,184047_g119277,FNATIC,Team Vitality,11,0,226.6,,218.8,,83.12,,81.02,,5.0,,3.4,,0.376,,0.33,,13,0,180.92,,192.68,,65.4,,70.04,,-2.2,,0.8,,0.301,,0.308,,3.667,0.8,0.8,-3.667,0.4,0.6,5497.92,4856.497,55.799,-23.3,-2,0,45.68,,26.12,,17.72,,10.98,,7.2,,2.6,,0.075,,0.022,,7.333,0.4,0.2,641.422,79.099,1
2023-05-03,Haven,184047_g119276,Team Vitality,FNATIC,14,3,181.12,181.8,191.08,181.8,65.16,68.667,68.92,68.667,-3.4,-2.333,-0.1,-2.333,0.235,0.32,0.286,0.32,12,2,224.56,219.5,221.14,219.5,81.64,82.3,81.24,82.3,3.8,4.5,3.5,4.5,0.38,0.37,0.335,0.37,-1.667,0.2,0.5,3.0,0.8,0.8,4906.497,5455.726,-40.542,70.099,2,1,-43.44,-37.7,-30.06,-37.7,-16.48,-13.633,-12.32,-13.633,-7.2,-6.833,-3.6,-6.833,-0.144,-0.05,-0.048,-0.05,-4.667,-0.6,-0.3,-549.228,-110.641,0
2023-05-04,Bind,184049_g119284,BBL Esports,KOI,14,0,214.88,,199.9,,80.08,,72.74,,4.6,,0.9,,0.362,,0.313,,10,0,188.64,,190.44,,71.4,,69.92,,-3.6,,-3.4,,0.27,,0.274,,3.667,1.0,0.5,-5.333,0.0,0.2,4938.442,4834.957,23.125,-7.772,4,0,26.24,,9.46,,8.68,,2.82,,8.2,,4.3,,0.091,,0.04,,9.0,1.0,0.3,103.485,30.897,1
2023-05-04,Haven,184048_g119279,FUT Esports,Karmine Corp,12,1,178.96,199.0,187.54,199.0,65.32,79.4,68.6,79.4,-1.2,1.0,-1.3,1.0,0.271,0.478,0.291,0.478,13,1,192.56,215.4,171.72,215.4,71.96,75.8,65.76,75.8,1.6,4.0,-0.7,4.0,0.248,0.25,0.181,0.25,-2.667,0.4,0.3,5.333,0.8,0.5,4981.049,4906.316,-27.262,-5.234,-1,0,-13.6,-16.4,15.82,-16.4,-6.64,3.6,2.84,3.6,-2.8,-3.0,-0.6,-3.0,0.024,0.228,0.11,0.228,-8.0,-0.4,-0.2,74.733,-22.028,1
2023-05-04,Ascent,184048_g119280,FUT Esports,Karmine Corp,13,2,180.12,195.6,190.98,195.6,64.48,72.6,69.76,72.6,-3.4,-0.5,-1.9,-0.5,0.247,0.359,0.319,0.359,14,4,189.88,170.6,172.08,170.6,70.68,63.1,65.1,63.1,3.0,-1.5,0.0,-1.5,0.219,0.192,0.183,0.192,-5.0,0.2,0.3,5.333,0.8,0.5,4991.049,4900.86,-36.004,1.537,-1,-2,-9.76,25.0,18.9,25.0,-6.2,9.5,4.66,9.5,-6.4,1.0,-1.9,1.0,0.028,0.167,0.136,0.167,-10.333,-0.6,-0.2,90.189,-37.541,1
2023-05-04,Pearl,184049_g119282,BBL Esports,KOI,15,0,214.64,,199.5,,80.68,,73.26,,5.2,,1.6,,0.387,,0.332,,11,0,183.52,,185.52,,69.84,,69.02,,-4.8,,-4.2,,0.234,,0.24,,5.333,1.0,0.6,-4.333,0.0,0.1,4924.389,4843.051,27.998,-13.871,4,0,31.12,,13.98,,10.84,,4.24,,10.0,,5.8,,0.153,,0.092,,9.667,1.0,0.5,81.338,41.869,0
2023-05-04,Ascent,184049_g119283,BBL Esports,KOI,16,3,205.4,203.2,197.04,203.2,77.88,74.133,72.54,74.133,1.4,0.333,0.7,0.333,0.37,0.367,0.32,0.367,12,4,189.32,194.95,186.6,194.95,72.88,69.75,70.1,69.75,-2.4,-0.75,-3.6,-0.75,0.285,0.338,0.249,0.338,0.333,0.8,0.6,0.333,0.2,0.1,4856.229,4930.111,24.153,-15.707,4,-1,16.08,8.25,10.44,8.25,5.0,4.383,2.44,4.383,3.8,1.083,4.3,1.083,0.085,0.029,0.071,0.029,-0.0,0.6,0.5,-73.883,39.86,1
2023-05-05,Lotus,184051_g119289,Team Heretics,Giants Gaming,14,3,182.52,200.933,171.92,200.933,66.44,73.2,62.36,73.2,-1.2,-5.667,-3.2,-5.667,0.285,0.326,0.228,0.326,14,2,202.24,219.5,212.58,219.5,70.48,82.1,76.12,82.1,-1.8,5.5,1.2,5.5,0.288,0.345,0.302,0.345,-3.667,0.2,0.2,-3.667,0.4,0.5,4609.69,5109.083,-10.355,15.171,0,1,-19.72,-18.567,-40.66,-18.567,-4.04,-8.9,-13.76,-8.9,0.6,-11.167,-4.4,-11.167,-0.003,-0.019,-0.074,-0.019,-0.0,-0.2,-0.3,-499.393,-25.526,1
2023-05-05,Pearl,184051_g119288,Team Heretics,Giants Gaming,15,2,186.76,147.6,178.7,147.6,67.6,55.2,64.46,55.2,-2.2,-3.5,-3.0,-3.5,0.331,0.153,0.268,0.153,15,1,197.64,172.2,213.08,172.2,69.4,59.0,75.74,59.0,-0.2,-2.0,2.0,-2.0,0.257,0.3,0.297,0.3,-6.0,0.2,0.2,-1.333,0.6,0.6,4563.319,5139.442,7.722,-10.392,0,1,-10.88,-24.6,-34.38,-24.6,-1.8,-3.8,-11.28,-3.8,-2.0,-1.5,-5.0,-1.5,0.074,-0.147,-0.029,-0.147,-4.667,-0.4,-0.4,-576.124,18.114,1
2023-05-05,Bind,184050_g119286,Team Liquid,Natus Vincere,15,0,211.4,,202.58,,73.12,,71.88,,1.2,,0.4,,0.314,,0.311,,14,0,201.24,,210.42,,75.36,,77.9,,2.8,,1.9,,0.342,,0.35,,3.667,0.6,0.6,4.0,0.6,0.6,5089.827,5268.434,6.653,20.548,1,0,10.16,,-7.84,,-2.24,,-6.02,,-1.6,,-1.5,,-0.027,,-0.038,,-0.333,-0.0,-0.0,-178.607,-13.895,0
2023-05-05,Fracture,184050_g119285,Natus Vincere,Team Liquid,15,2,201.16,201.4,211.6,201.4,74.84,77.2,77.96,77.2,2.4,2.0,2.1,2.0,0.354,0.336,0.336,0.336,16,2,204.0,213.0,201.64,213.0,71.64,74.9,71.66,74.9,0.2,-0.5,0.1,-0.5,0.307,0.356,0.31,0.356,1.333,0.6,0.7,3.333,0.4,0.5,5255.419,5109.827,30.913,-28.441,-1,0,-2.84,-11.6,9.96,-11.6,3.2,2.3,6.3,2.3,2.2,2.5,2.0,2.5,0.047,-0.02,0.026,-0.02,-2.0,0.2,0.2,145.592,59.354,1
2023-05-06,Split,184489_g119605,ZETA DIVISION,Paper Rex,15,1,203.68,221.2,209.86,221.2,73.16,73.8,76.64,73.8,2.0,6.0,2.3,6.0,0.243,0.318,0.272,0.318,15,4,219.96,209.25,211.54,209.25,75.72,73.15,74.0,73.15,4.6,0.5,3.1,0.5,0.329,0.306,0.303,0.306,2.0,0.6,0.7,4.667,0.8,0.7,5168.678,5118.217,3.17,21.455,0,-3,-16.28,11.95,-1.68,11.95,-2.56,0.65,2.64,0.65,-2.6,5.5,-0.8,5.5,-0.086,0.012,-0.031,0.012,-2.667,-0.2,0.0,50.46,-18.285,0
2023-05-06,Split,183808_g119016,Cloud9,MIBR,13,1,218.6,227.6,205.74,227.6,77.96,79.0,75.22,79.0,0.6,8.0,1.6,8.0,0.351,0.35,0.325,0.35,15,3,177.44,176.333,187.48,176.333,65.64,64.867,69.06,64.867,-3.0,-8.667,-2.3,-8.667,0.146,0.237,0.209,0.237,0.667,0.4,0.5,-3.667,0.0,0.2,5251.798,4782.065,20.717,-27.609,-2,-2,41.16,51.267,18.26,51.267,12.32,14.133,6.16,14.133,3.6,16.667,3.9,16.667,0.205,0.113,0.116,0.113,4.333,0.4,0.3,469.734,48.327,1
2023-05-06,Pearl,183807_g119014,Evil Geniuses,Sentinels,16,4,182.36,183.85,194.18,183.85,65.4,64.95,69.42,64.95,-3.8,-3.5,-2.2,-3.5,0.226,0.222,0.27,0.222,15,3,189.24,202.533,193.86,202.533,66.84,71.533,68.76,71.533,0.0,-2.0,-0.8,-2.0,0.264,0.309,0.271,0.309,1.667,0.6,0.5,-0.333,0.6,0.5,4792.729,4820.127,-44.203,-6.139,1,1,-6.88,-18.683,0.32,-18.683,-1.44,-6.583,0.66,-6.583,-3.8,-1.5,-1.4,-1.5,-0.038,-0.087,-0.001,-0.087,2.0,0.0,0.0,-27.398,-38.064,1
2023-05-06,Ascent,184489_g119606,Paper Rex,ZETA DIVISION,16,1,215.52,187.8,211.32,187.8,77.64,64.8,73.92,64.8,5.4,-2.0,3.3,-2.0,0.35,0.167,0.308,0.167,16,5,197.4,202.24,207.52,202.24,70.36,77.44,75.78,77.44,1.0,0.4,1.4,0.4,0.242,0.26,0.275,0.26,7.667,0.8,0.7,-2.0,0.6,0.7,5168.413,5125.086,23.24,6.147,0,-4,18.12,-14.44,3.8,-14.44,7.28,-12.64,-1.86,-12.64,4.4,-2.4,1.9,-2.4,0.108,-0.094,0.033,-0.094,9.667,0.2,-0.0,43.327,17.094,1
2023-05-06,Fracture,184488_g119602,TALON,Gen.G,14,2,193.92,180.6,186.26,180.6,70.12,65.5,65.06,65.5,-3.6,-6.5,-3.0,-6.5,0.315,0.149,0.249,0.149,14,4,187.16,198.1,202.76,198.1,71.8,73.75,74.6,73.75,-0.8,-1.0,1.6,-1.0,0.19,0.283,0.272,0.283,-4.667,0.2,0.2,-4.333,0.4,0.5,4639.114,5101.797,-6.302,-6.938,0,-2,6.76,-17.5,-16.5,-17.5,-1.68,-8.25,-9.54,-8.25,-2.8,-5.5,-4.6,-5.5,0.126,-0.133,-0.023,-0.133,-0.333,-0.2,-0.3,-462.683,0.636,1
2023-05-06,Lotus,184488_g119603,Gen.G,TALON,15,3,188.48,206.867,199.08,206.867,70.52,73.733,73.44,73.733,-2.6,0.333,0.2,0.333,0.188,0.38,0.258,0.38,15,0,196.28,,190.06,,70.24,,66.86,,-3.4,,-2.4,,0.295,,0.259,,-5.667,0.2,0.4,-3.0,0.2,0.3,5060.871,4705.917,-11.986,-14.05,0,3,-7.8,,9.02,,0.28,,6.58,,0.8,,2.6,,-0.107,,-0.001,,-2.667,-0.0,0.1,354.953,2.064,0
2023-05-06,Lotus,183808_g119017,MIBR,Cloud9,16,2,179.8,211.7,183.24,211.7,67.12,75.5,68.0,75.5,-3.0,2.0,-2.9,2.0,0.189,0.333,0.219,0.333,14,2,215.6,218.1,210.36,218.1,79.84,81.5,77.76,81.5,1.8,5.5,2.2,5.5,0.335,0.435,0.322,0.435,-3.333,0.0,0.1,2.0,0.6,0.6,4725.983,5301.798,-21.696,34.475,2,0,-35.8,-6.4,-27.12,-6.4,-12.72,-6.0,-9.76,-6.0,-4.8,-3.5,-5.1,-3.5,-0.146,-0.102,-0.103,-0.102,-5.333,-0.6,-0.5,-575.815,-56.171,0
2023-05-06,Fracture,183807_g119013,Sentinels,Evil Geniuses,16,3,190.24,200.2,193.98,200.2,67.88,70.667,69.22,70.667,0.2,0.0,0.1,0.0,0.24,0.3,0.276,0.3,17,3,195.4,223.6,195.86,223.6,68.6,81.2,69.7,81.2,-2.0,1.333,-2.2,1.333,0.315,0.324,0.289,0.324,-1.333,0.6,0.5,1.333,0.6,0.5,4886.96,4737.841,-32.493,-34.426,-1,0,-5.16,-23.4,-1.88,-23.4,-0.72,-10.533,-0.48,-10.533,2.2,-1.333,2.3,-1.333,-0.075,-0.024,-0.014,-0.024,-2.667,-0.0,-0.0,149.119,1.932,0
2023-05-07,Pearl,184490_g119609,Global Esports,Rex Regum Qeon,15,4,209.64,201.5,207.9,201.5,71.36,72.7,73.1,72.7,1.4,1.0,0.8,1.0,0.285,0.296,0.31,0.296,14,2,174.72,188.7,197.28,188.7,65.64,64.4,71.48,64.4,-1.8,0.5,0.0,0.5,0.225,0.158,0.255,0.158,2.667,0.6,0.4,-4.0,0.2,0.5,5028.447,4986.887,7.272,-13.931,1,2,34.92,12.8,10.62,12.8,5.72,8.3,1.62,8.3,3.2,0.5,0.8,0.5,0.06,0.138,0.056,0.138,6.667,0.4,-0.1,41.56,21.204,0
2023-05-07,Fracture,184490_g119608,Global Esports,Rex Regum Qeon,16,0,208.32,,207.0,,71.12,,72.16,,-0.6,,0.2,,0.284,,0.303,,15,2,181.04,185.1,198.2,185.1,66.92,71.2,72.08,71.2,-0.6,3.5,1.3,3.5,0.211,0.098,0.254,0.098,2.0,0.4,0.4,-0.333,0.4,0.6,5079.156,5021.602,7.938,-27.439,1,-2,27.28,,8.8,,4.2,,0.08,,-0.0,,-1.1,,0.072,,0.049,,2.333,-0.0,-0.2,57.553,35.377,0
