date,map,match_id,team_a,team_b,map_win_rate_10_diff,fk_fd_diff_overall_5_diff,ranking_elo_sum_diff,ranking_elo_trend_diff,target
2023-06-19,Lotus,220445_g132704,Paper Rex,FNATIC,0.0,-1.4,-537.55,-74.574,0
2023-06-20,Split,220447_g132712,Evil Geniuses,FNATIC,-0.333,-0.4,-1173.529,-17.419,0
2023-06-20,Fracture,220452_g132727,EDward Gaming,Paper Rex,-0.0,1.0,-340.426,29.457,0
2023-06-20,Split,220452_g132728,EDward Gaming,Paper Rex,0.286,-0.6,-394.006,40.915,1
2023-06-20,Lotus,220452_g132729,Paper Rex,EDward Gaming,0.25,-1.0,262.282,-30.19,1
2023-06-20,Lotus,220447_g132710,FNATIC,Evil Geniuses,0.333,2.8,1050.394,44.038,1
2023-06-20,Fracture,220447_g132711,FNATIC,Evil Geniuses,-0.3,6.8,1221.064,6.714,0
2023-06-21,Bind,220453_g132732,NRG,Paper Rex,-0.086,-2.8,-24.088,3.898,0
2023-06-21,Lotus,220453_g132731,Paper Rex,NRG,0.3,2.8,160.925,-42.637,0
2023-06-21,Pearl,220453_g132730,Paper Rex,NRG,0.208,1.6,137.265,-15.468,1
2023-06-23,Fracture,220454_g132733,Paper Rex,Evil Geniuses,-0.186,2.2,430.964,7.285,0
2023-06-23,Ascent,220454_g132737,Paper Rex,Evil Geniuses,-0.125,1.0,140.249,10.766,0
2023-06-23,Pearl,220454_g132736,Paper Rex,Evil Geniuses,0.457,1.0,282.485,-43.543,0
2023-06-23,Split,220454_g132735,Paper Rex,Evil Geniuses,0.054,-3.4,331.65,-51.305,1
2023-06-23,Lotus,220454_g132734,Paper Rex,Evil Geniuses,0.167,-8.4,306.379,-39.959,1
2023-06-25,Bind,220448_g132715,Evil Geniuses,FNATIC,-0.467,0.2,-1075.494,-33.151,0
2023-06-25,Split,220448_g132714,FNATIC,Evil Geniuses,0.5,1.0,1045.98,36.283,1
2023-06-25,Lotus,220448_g132713,FNATIC,Evil Geniuses,0.6,-0.8,1017.192,-21.23,1
2023-07-15,Bind,232729_g134548,MIBR,KRÜ Esports,,-1.4,48.194,-36.709,0
2023-07-15,Lotus,232729_g134549,KRÜ Esports,MIBR,-0.6,1.0,62.84,29.83,1
2023-07-16,Split,232731_g134554,KRÜ Esports,FURIA,-0.5,3.4,-317.467,46.143,0
2023-07-16,Ascent,232731_g134555,FURIA,KRÜ Esports,0.095,-3.0,342.224,-36.61,0
2023-07-16,Bind,232731_g134556,KRÜ Esports,FURIA,0.25,5.8,-198.247,47.055,1
2023-07-16,Pearl,232730_g134551,100 Thieves,Sentinels,-0.0,0.2,-99.922,-8.361,1
2023-07-16,Split,232730_g134552,Sentinels,100 Thieves,-0.333,-0.2,96.258,17.461,1
2023-07-16,Bind,232730_g134553,Sentinels,100 Thieves,1.0,1.4,237.146,18.328,1
2023-07-17,Pearl,232732_g134557,Sentinels,Cloud9,-0.35,1.4,-267.472,16.626,0
2023-07-17,Fracture,232732_g134558,Sentinels,Cloud9,-0.25,1.2,-361.935,26.935,1
2023-07-17,Split,232732_g134559,Sentinels,Cloud9,-0.5,2.6,-222.212,2.772,0
2023-07-17,Split,232733_g134560,KRÜ Esports,LEVIATÁN,-0.667,2.0,-301.906,48.63,1
2023-07-17,Lotus,232733_g134561,KRÜ Esports,LEVIATÁN,-0.25,6.0,-181.021,37.86,1
2023-07-18,Ascent,237266_g135649,DetonatioN FocusMe,TALON,-0.25,4.6,-185.619,-23.582,0
2023-07-18,Ascent,232734_g134563,KRÜ Esports,Cloud9,-0.042,3.2,-469.177,39.097,0
2023-07-18,Pearl,232734_g134564,KRÜ Esports,Cloud9,-0.467,1.2,-578.446,37.168,1
2023-07-18,Haven,232734_g134565,Cloud9,KRÜ Esports,0.667,-3.6,439.657,-6.812,0
2023-07-18,Fracture,232736_g134571,Sentinels,LEVIATÁN,,4.6,19.448,28.227,0
2023-07-18,Split,232736_g134572,Sentinels,LEVIATÁN,-0.1,2.0,-41.386,16.931,0
2023-07-18,Fracture,237266_g135648,DetonatioN FocusMe,TALON,-0.0,-0.0,-232.716,-2.497,0
2023-07-19,Fracture,235363_g135070,KOI,Team Heretics,0.333,-1.2,118.415,23.278,1
2023-07-19,Pearl,235363_g135071,KOI,Team Heretics,0.667,0.4,174.897,-23.835,0
2023-07-19,Haven,235363_g135072,Team Heretics,KOI,0.0,0.0,-227.806,26.582,0
2023-07-19,Lotus,235364_g135074,BBL Esports,Karmine Corp,-0.25,4.8,204.128,50.792,0
2023-07-19,Haven,237268_g135656,Gen.G,TALON,0.267,0.6,-13.823,-4.116,1
2023-07-19,Split,237268_g135655,Gen.G,TALON,0.25,-0.2,-51.021,-13.265,1
2023-07-19,Pearl,237268_g135654,TALON,Gen.G,0.167,1.8,56.035,-9.742,1
2023-07-19,Ascent,237267_g135652,Rex Regum Qeon,Global Esports,0.5,2.8,-19.059,11.254,1
2023-07-19,Bind,235364_g135075,BBL Esports,Karmine Corp,,-3.8,68.066,-12.201,0
2023-07-19,Split,237267_g135651,Global Esports,Rex Regum Qeon,-0.0,2.6,-70.407,25.915,0
2023-07-19,Haven,235364_g135073,BBL Esports,Karmine Corp,0.167,-7.6,218.215,-25.258,1
2023-07-20,Ascent,237270_g135661,Gen.G,Team Secret,-0.5,2.4,56.808,51.705,0
